,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29
E15,0.04615384615384545,0.0,0.0,0.0,0.6923076923076817,0.0,0.0,0.0,0.0,0.0,0.0923076923076909,0.01538461538461515,0.0,0.01538461538461515,0.0923076923076909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04615384615384545,0.0,0.0,0.0
E16,0.0,0.00204778156996587,0.0009101251422070533,0.0,0.00136518771331058,0.5003412969283275,0.0,0.0,0.0,0.0,0.00045506257110352667,0.0,0.0,0.0,0.0,0.0,0.0,0.004550625711035266,0.0,0.0,0.01774744027303754,0.0,0.0,0.0,0.0,0.47189988623435714,0.00068259385665529,0.0,0.0
E17,0.0,0.0,0.11111111111109877,0.0,0.44444444444439507,0.0,0.11111111111109877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333332963,0.0,0.0,0.0
E18,0.0,0.00022426553038797933,0.00044853106077595865,0.00022426553038797933,0.6019286835613366,0.12200044853106075,0.00022426553038797933,0.0,0.0,0.0,0.00022426553038797933,0.0,0.0,0.0,0.0,0.12962547656425205,0.0006727965911639379,0.00044853106077595865,0.0,0.0,0.00022426553038797933,0.0,0.00022426553038797933,0.0,0.1074231890558421,0.031845705315093065,0.00022426553038797933,0.0,0.0040367795469836276
E19,0.19999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999996,0.0,0.0,0.59999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03420978230138535,0.9655074922250493,0.0,0.0,0.0,0.0,0.0,0.0,0.00028272547356516815,0.0
E21,0.0,0.012058057312988464,0.026163007071082992,0.011946408634164496,0.0018235950874581318,3.721622627465575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011164867882396725,0.0,0.002084108671380722,0.0,0.18820245627093413,0.618273167100856,0.0,0.06285820617789356,0.0,0.029549683662076665,0.0009676218831410495,0.0,0.045924823222925196,0.0
E22,0.0,0.0,0.00019744636040542316,0.0,0.7084375411346583,0.0,0.08319073318415163,0.0,0.003948927208108463,0.0,0.18698170330393574,0.00019744636040542316,0.010727918915361326,0.0003948927208108463,0.0,0.0,0.0,0.00026326181387389757,0.0,0.0,0.0,0.0,0.00019744636040542316,0.0,0.0027642490456759243,0.00269843359220745,0.0,0.0,0.0
E23,0.0,0.00025060301350123736,6.265075337530934e-05,0.00012530150675061868,0.0,3.132537668765467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004479528866334618,0.31886100930363687,0.0,0.6761895811797137,0.0,0.0,0.0,0.0,0.0,0.0
E24,0.0,0.0,0.0,0.0,0.0,0.2499999999999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499999999999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999999999875,0.0,0.0,0.0
E25,0.0,0.0,0.0006727965911639379,0.0,0.28907826867010533,0.011886073110562905,0.00044853106077595865,0.0,0.0,0.0,0.03543395380130073,0.0,0.0006727965911639379,0.0,0.0,0.009194886745907151,0.0,0.5550571877102488,0.0,0.0,0.0,0.00022426553038797933,0.0,0.0,0.00022426553038797933,0.0955371159452792,0.0015698587127158552,0.0,0.0
E26,2.4933303413369238e-05,0.009574388510733787,0.01112025332236268,0.014785448924127958,0.005684793178248186,0.009250255566359987,0.0,0.0,0.0019198643628294313,0.0,0.12504051661804672,2.4933303413369238e-05,0.0016705313286957389,2.4933303413369238e-05,0.0,0.007953723788864787,2.4933303413369238e-05,0.01211758545889745,0.0,0.0,0.12628718178871517,0.000523599371680754,0.0959682848380582,0.0,0.042112349465180644,0.5139252499563667,0.020769441743336576,0.0004737327648540155,0.0007230657989877079
E27,0.0,0.053215077605321445,0.03658536585365849,0.04212860310421281,0.005543237250554317,0.005543237250554317,0.0,0.0,0.0,0.0,0.017738359201773815,0.0,0.0,0.0,0.0,0.002217294900221727,0.0,0.002217294900221727,0.0,0.0,0.004434589800443454,0.0,0.3059866962305983,0.0,0.006651884700665181,0.5166297117516624,0.0011086474501108634,0.0,0.0
E28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960815047021937,0.0,0.00391849529780564,0.0
E29,0.0,0.0,0.199999999999995,0.0,0.024999999999999373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999875,0.0,0.0,0.0,0.0,0.0999999999999975,0.0,0.6249999999999843,0.0,0.0,0.0,0.0
