,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29
E18,0.0,0.00022426553038797933,-0.001517650614410828,-0.000168970804649378,-0.24628209111424315,0.10469804978941702,0.00022426553038797933,0.0,0.0,0.0,0.00022426553038797933,0.0,0.0,0.0,0.0,0.11782838651313134,0.0006727965911639379,-0.001517650614410828,0.0,0.0,-0.000168970804649378,0.0,0.00022426553038797933,0.0,0.004395269276054478,0.016902724583673485,0.00022426553038797933,0.0,0.0040367795469836276
E19,0.19999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999996,0.0,0.0,0.59999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03420978230138535,-0.03449250777494306,0.0,0.0,0.0,0.0,0.0,0.0,0.00028272547356516815,0.0
E21,0.0,0.011847202461295201,0.026091623918166003,0.011812427947151068,0.0018235950874581318,3.611802392208667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011164867882396725,0.0,0.0020313949584574065,0.0,0.18796085175336893,-0.3800169318361939,0.0,0.06255400412623192,0.0,0.028869896405836405,0.0009665236807884804,0.0,0.04591164479469437,0.0
E22,0.0,0.0,0.00015803332794879092,0.0,0.050130617518906684,0.0,0.08319073318415163,0.0,-0.0020597687400526503,0.0,-0.14393190870342373,0.00019744636040542316,0.010727918915361326,0.0003948927208108463,0.0,0.0,0.0,0.0002614703123985961,0.0,0.0,0.0,0.0,2.546221877648252e-05,0.0,0.0027266275146945935,-0.0018215246299781458,0.0,0.0,0.0
E23,0.0,-5.5059214343931915e-05,-6.92897766297997e-05,-8.105029143436014e-06,0.0,3.132537668765467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004478062860445672,-0.01384609518080182,0.0,0.009469893966730147,0.0,0.0,-7.33002944472828e-07,0.0,0.0,0.0
E24,0.0,0.0,0.0,0.0,0.0,0.2499999999999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499999999999375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499999999999875,0.0,0.0,0.0
E25,0.0,-0.00039323633503735733,-0.007191930109583209,0.0,0.20020685695166257,0.00520105541492783,0.00044853106077595865,0.0,0.0,0.0,0.012626246369134009,0.0,0.0006727965911639379,0.0,0.0,0.005655759730570935,0.0,-0.28135649691421016,0.0,0.0,0.0,0.00022426553038797933,0.0,0.0,0.00022426553038797933,0.06211202746710382,0.0015698587127158552,0.0,0.0
E26,2.4933303413369238e-05,-0.008551012919461838,-0.006630374769990557,-0.0030093443763885216,0.005586367857198669,0.009179591233298796,0.0,0.0,0.0004516866571741395,0.0,-0.017018137302120262,2.4933303413369238e-05,0.0016705313286957389,2.4933303413369238e-05,0.0,0.007907034854520786,2.4933303413369238e-05,0.011984458902862526,0.0,0.0,0.12467578262230193,0.00018542006345933745,-0.07257435162297105,0.0,0.04120885549246969,-0.11713185061033604,0.020768810811791386,0.0004737327648540155,0.0007230657989877079
E27,0.0,0.053215077605321445,0.03658536585365849,-0.29120473022900945,0.005543237250554317,0.005543237250554317,0.0,0.0,0.0,0.0,0.017738359201773815,0.0,0.0,0.0,0.0,0.002217294900221727,0.0,0.002217294900221727,0.0,0.0,0.004434589800443454,0.0,0.3059866962305983,0.0,0.006651884700665181,-0.15003695491478208,0.0011086474501108634,0.0,0.0
E28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003918495297722924,0.0,0.00391849529780564,0.0
E29,0.0,0.0,0.199999999999995,0.0,0.024999999999999373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999875,0.0,0.0,0.0,0.0,0.0999999999999975,0.0,0.6249999999999843,0.0,0.0,0.0,0.0
